id,year,active_year,type_of_violence,conflict_new_id,conflict_name,dyad_new_id,dyad_name,side_a_new_id,gwnoa,side_a,side_b_new_id,gwnob,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,adm_1,adm_2,latitude,longitude,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,low,best,high
154423,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""Pajhwok Afghan News,2014-11-29,16 killed in Kandahar, Khost clashes""",Pajhwok Afghan News,11/29/14,"16 killed in Kandahar, Khost clashes",governor's spokesman,1,Mahdikhel village,Khost province,Khost district,33.365993,70.011993,177621,Afghanistan,700,Asia,1,1,11/29/14,11/29/14,0,1,0,0,1,1,1
154430,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""Pajhwok Afghan News,2014-11-30,Kidnapped ANA soldier kills 6 captors in Ghazni""",Pajhwok Afghan News,11/30/14,Kidnapped ANA soldier kills 6 captors in Ghazni,Military,2,Khad Zai village,Ghazni province,Andar district,33.390499,68.378799,177617,Afghanistan,700,Asia,1,1,11/29/14,11/29/14,1,6,0,0,7,7,7
155503,2014,1,1,337,Somalia:Government,750,Government of Somalia - Al-Shabaab,95,520,Government of Somalia,717,,Al-Shabaab,1,"""BBC Monitoring Africa,2014-11-30,Somali forces rebuff Al-Shabab attack on south western town""",BBC Monitoring Africa,11/30/14,Somali forces rebuff Al-Shabab attack on south western town,"Commander of Somali government forces in the town, Jama Muqtar Hersi",1,Garbahare town,Gedo region,Garbahare district,3.316272,42.220853,134365,Somalia,520,Africa,1,1,11/29/14,11/29/14,0,3,0,0,3,3,3
156163,2014,1,3,1850,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,2332,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,,Civilians,2,"""Reuters News,2014-11-30,Suspected Boko Haram militants raid northern Christian town in Nigeria"";""Nigeria Watch IBD004419,2014-11-27,Boko Haram Attack, Borno""",Reuters News;Nigeria Watch IBD004419,2014-11-30;2014-11-27,"Suspected Boko Haram militants raid northern Christian town in Nigeria;Boko Haram Attack, Borno",residents,1,Shani town,Borno state,Shani lga,10.21617,12.06198,144385,Nigeria,475,Africa,1,1,11/29/14,11/29/14,0,0,2,0,2,2,2
156796,2014,1,1,13306,Ukraine:Novorossiya,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,369,Government of Ukraine,5914,,United Armed Forces of Novorossiya,1,"""Agence France Presse,2014-11-30,Three soldiers killed, 15 wounded in east Ukraine""",Agence France Presse,11/30/14,"Three soldiers killed, 15 wounded in east Ukraine",Ukrainian military spokesman,1,Donetsk International Airport,Donetsk Oblast,Donetsk City Municipality,48.075,37.725556,199156,Ukraine,369,Europe,1,2,11/29/14,11/30/14,2,0,0,0,2,2,1
156797,2014,1,1,13306,Ukraine:Novorossiya,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,369,Government of Ukraine,5914,,United Armed Forces of Novorossiya,1,"""Agence France Presse,2014-11-30,Three soldiers killed, 15 wounded in east Ukraine""",Agence France Presse,11/30/14,"Three soldiers killed, 15 wounded in east Ukraine",Ukrainian military spokesman,1,Stanytsia Luhanska village,Luhansk Oblast,Luhansk City Municipality,48.694329,39.453292,199879,Ukraine,369,Europe,1,2,11/29/14,11/30/14,1,0,0,0,1,1,2
151697,2014,1,1,230,Yemen (North Yemen):Government,459,Government of Yemen (North Yemen) - AQAP,123,678,Government of Yemen (North Yemen),881,,AQAP,1,"""Agence France Presse,2014-11-30,Qaeda rocket attack kills 3 Yemeni troops""",Agence France Presse,11/30/14,Qaeda rocket attack kills 3 Yemeni troops,A security official ,5,Road between Shibam town and Sayun town,Ḩaḑramawt governorate,,15.92941,48.719353,152378,Yemen (North Yemen),678,Middle East,1,1,11/30/14,11/30/14,3,0,0,0,3,3,3
154440,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""Pajhwok Afghan News,2014-12-01,Zabul residents denounce Taliban attack""",Pajhwok Afghan News,12/1/14,Zabul residents denounce Taliban attack,"Officials, protesters",4,Zabul province,Zabul province,,32.25,67.25,176175,Afghanistan,700,Asia,1,1,11/30/14,11/30/14,0,0,4,0,4,4,4
150313,2014,0,3,522,Kashmir insurgents - Civilians,989,Kashmir insurgents - Civilians,325,,Kashmir insurgents,1,,Civilians,3,"""SATP, J&K timeline, 2014,1753-01-01,November 30"";""Press Trust of India,2014-11-30,Militants gun down sarpanch in Kashmir"";""The Hindu,2014-12-21,One more sarpanch shot dead in J&K""","SATP, J&K timeline, 2014;Press Trust of India;The Hindu",1753-01-01;2014-11-30;2014-12-21,November 30;Militants gun down sarpanch in Kashmir;One more sarpanch shot dead in J&K,police,1,Nazneen Pora village,Jammu and Kashmir State,Shopian District,33.783257,74.887496,178350,India,750,Asia,1,1,11/30/14,11/30/14,0,0,1,0,1,1,1
150316,2014,1,1,364,India:Kashmir,792,Government of India - Kashmir insurgents,141,750,Government of India,325,,Kashmir insurgents,2,"""SATP, J&K timeline, 2014,1753-01-01,December 3"";""Press Trust of India,2014-12-03,Grenade attack in Pulwama, CRPF ASI killed, 7 injured""","SATP, J&K timeline, 2014;Press Trust of India",1753-01-01;2014-12-03,"December 3;Grenade attack in Pulwama, CRPF ASI killed, 7 injured",police,1,Pahu village,Jammu and Kashmir State,Pulwama District,33.934498,74.947803,178350,India,750,Asia,1,1,12/3/14,12/3/14,1,0,0,0,1,1,1
152504,2014,1,1,209,Philippines:Government,411,Government of Philippines - CPP,154,840,Government of Philippines,169,,CPP,2,"""PNA (Philippines News Agency),2014-12-01,Trooper killed, six others hurt in Mt. Province ambush By Priam F. Nepomuceno"";""PNA (Philippines News Agency),2014-12-12,Mountain Province rally condemns NPA attrocities By Freddie G. Lazaro""",PNA (Philippines News Agency);PNA (Philippines News Agency),2014-12-01;2014-12-12,"Trooper killed, six others hurt in Mt. Province ambush By Priam F. Nepomuceno;Mountain Province rally condemns NPA attrocities By Freddie G. Lazaro",Military,2,Sagada municipality,Mountain province,Sagada municipality,17.094076,120.929029,154682,Philippines,840,Asia,1,1,11/30/14,11/30/14,2,0,0,0,2,2,2
155509,2014,1,1,337,Somalia:Government,750,Government of Somalia - Al-Shabaab,95,520,Government of Somalia,717,,Al-Shabaab,1,"""All Africa,2014-12-01,Somalia Government Soldier Killed in Afgoye""",All Africa,12/1/14,Somalia Government Soldier Killed in Afgoye,Dalsan news agency,1,Afgoye town,Lower Shabelle region,Afgoye district,2.15,45.116667,132931,Somalia,520,Africa,1,1,11/30/14,11/30/14,1,0,0,0,0,1,1
155511,2014,1,1,337,Somalia:Government,750,Government of Somalia - Al-Shabaab,95,520,Government of Somalia,717,,Al-Shabaab,1,"""BBC Monitoring Africa,2014-12-01,Somalia: Troops clash with militants in Mogadishu, Garbahaarey""",BBC Monitoring Africa,12/1/14,"Somalia: Troops clash with militants in Mogadishu, Garbahaarey",pro-Al-Shabab news website Sabaax on 30 November,1,Mogadishu city,Banaadir region,Mogadishu district,2.066667,45.366667,132931,Somalia,520,Africa,1,1,11/30/14,11/30/14,0,0,0,0,0,0,2
155515,2014,1,1,337,Somalia:Government,750,Government of Somalia - Al-Shabaab,95,520,Government of Somalia,717,,Al-Shabaab,1,"""BBC Monitoring Africa,2014-12-01,Somalia: Bomb explosions reportedly hit Mogadishu""",BBC Monitoring Africa,12/1/14,Somalia: Bomb explosions reportedly hit Mogadishu,pro-Al-Shabab news website Somali Memo on 30 November,1,Mogadishu city,Banaadir region,Mogadishu district,2.066667,45.366667,132931,Somalia,520,Africa,1,1,11/30/14,11/30/14,0,0,0,0,0,0,8
156031,2014,1,1,404,Pakistan:Government,857,Government of Pakistan - TTP,142,770,Government of Pakistan,356,,TTP,1,"""BBC Monitoring South Asia,2014-11-30,Two Pakistan Taleban commanders reportedly killed in clash with security forces""",BBC Monitoring South Asia,11/30/14,Two Pakistan Taleban commanders reportedly killed in clash with security forces,officials,2,Lashora area,Federally Administered Tribal Areas,Khyber Agency,34.0387,71.333,179063,Pakistan,770,Asia,1,1,11/30/14,11/30/14,0,2,0,0,2,2,2
156302,2014,1,1,297,Nigeria:Government,640,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,84,475,Government of Nigeria,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,"""Nigeria Watch IBD004421,2014-11-30,Boko Haram / Prison Break, Ekiti""",Nigeria Watch IBD004421,11/30/14,"Boko Haram / Prison Break, Ekiti",,1,Afao-Ekiti town,Ekiti state,Ado-Ekiti lga,7.69704,5.31233,140771,Nigeria,475,Africa,1,1,11/30/14,11/30/14,0,0,0,0,0,0,1
156564,2014,1,3,499,CPI-Maoist - Civilians,966,CPI-Maoist - Civilians,195,,CPI-Maoist,1,,Civilians,2,"""SATP, Chhqattisgarh  timeline 2014,1753-01-01,November 30"";""Press Trust of India,2014-12-01,Sarpanch's son killed by Naxals in C'garh""","SATP, Chhqattisgarh  timeline 2014;Press Trust of India",1753-01-01;2014-12-01,November 30;Sarpanch's son killed by Naxals in C'garh,senior police official,2,Gatam village,Chhattisgarh State,Dantewada District,18.809413,81.578685,156764,India,750,Asia,1,1,11/30/14,11/30/14,0,0,1,0,1,1,1
156798,2014,1,1,13306,Ukraine:Novorossiya,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,369,Government of Ukraine,5914,,United Armed Forces of Novorossiya,1,"""Agence France Presse,2014-11-30,Three soldiers killed, 15 wounded in east Ukraine""",Agence France Presse,11/30/14,"Three soldiers killed, 15 wounded in east Ukraine",town hall of Donetsk (separatist run),1,Donetsk town,Donetsk Oblast,Donetsk City Municipality,48,37.805278,199156,Ukraine,369,Europe,1,1,11/30/14,11/30/14,0,0,1,0,1,1,1
156800,2014,1,1,13306,Ukraine:Novorossiya,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,369,Government of Ukraine,5914,,United Armed Forces of Novorossiya,1,"""Agence France Presse,2014-11-30,Three soldiers killed, 15 wounded in east Ukraine""",Agence France Presse,11/30/14,"Three soldiers killed, 15 wounded in east Ukraine",pro-Kiev governor of the Lugansk region,1,Popasna town,Luhansk Oblast,Popasna Raion,48.633333,38.38,199877,Ukraine,369,Europe,1,1,11/30/14,11/30/14,0,0,2,0,2,2,2
156802,2014,1,1,13306,Ukraine:Novorossiya,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,369,Government of Ukraine,5914,,United Armed Forces of Novorossiya,2,"""Xinhua News Agency,2014-12-01,3 soldiers killed in fresh Ukraine's clashes"";""Agence France Presse,2014-12-01,Ceasefire at Ukraine airport after deadly clash: Kiev""",Xinhua News Agency;Agence France Presse,2014-12-01;2014-12-01,3 soldiers killed in fresh Ukraine's clashes;Ceasefire at Ukraine airport after deadly clash: Kiev,"Ukrainian military statement, rebels",1,Donetsk International Airport,Donetsk Oblast,Donetsk City Municipality,48.075,37.725556,199156,Ukraine,369,Europe,1,2,11/30/14,12/1/14,3,0,0,0,3,3,3
151574,2014,1,2,13204,Benghazi Revolutionaries Shura Council - Forces of the House of Representatives,14061,Benghazi Revolutionaries Shura Council - Forces of the House of Representatives,4369,,Benghazi Revolutionaries Shura Council,5802,,Forces of the House of Representatives,1,"""Reuters News,2014-12-10,Fighting in Libya's Benghazi kills 50 in past 10 days: medics""",Reuters News,12/10/14,Fighting in Libya's Benghazi kills 50 in past 10 days: medics,Hospital staff ,1,Benghazi town,Benghazi district,,32.117664,20.129275,176081,Libya,620,Africa,1,4,11/30/14,12/9/14,0,2,0,46,48,48,48
150453,2014,1,1,259,Iraq:Government,524,Government of Iraq - IS,116,645,Government of Iraq,234,,IS,1,"""BBC Monitoring Middle East,2014-12-05,Iraq: Programme summary of Gali Kurdistan Satellite TV news 0800 gmt 03 Dec 14""",BBC Monitoring Middle East,12/5/14,Iraq: Programme summary of Gali Kurdistan Satellite TV news 0800 gmt 03 Dec 14,Media head of Patriotic Union of Kurdistan (PUK) office in Ninawa Ghayas Surch,1,Ba‘shīqah town,Nīnawá province,Qaḑā’ al Ḩamdānīyah,36.449487,43.351797,181887,Iraq,645,Middle East,1,1,12/3/14,12/3/14,0,18,0,0,18,18,18
150443,2014,1,1,259,Iraq:Government,524,Government of Iraq - IS,116,645,Government of Iraq,234,,IS,2,"""Agence France Presse,2014-12-01,IS jihadists kill 16 border guards in western Iraq"";""Reuters News,2014-12-01,Islamic State militants kill 16 Iraqi soldiers on Syria border""",Agence France Presse;Reuters News,2014-12-01;2014-12-01,IS jihadists kill 16 border guards in western Iraq;Islamic State militants kill 16 Iraqi soldiers on Syria border,Provincial and security officials,1,Al Walīd town,Al Anbār province,Qaḑā’ ar Ruţbah,33.432679,38.931861,177558,Iraq,645,Middle East,1,1,12/1/14,12/1/14,16,0,0,0,16,16,16
151699,2014,1,1,230,Yemen (North Yemen):Government,459,Government of Yemen (North Yemen) - AQAP,123,678,Government of Yemen (North Yemen),881,,AQAP,2,"""BBC Monitoring Middle East,2014-12-02,Three Yemeni soldiers killed by Al-Qa'idah suspects in armed attack"";""BBC Monitoring Middle East,2014-12-03,At least four Yemeni soldiers killed in two Al-Qa'idah blasts in Abyan""",BBC Monitoring Middle East;BBC Monitoring Middle East,2014-12-02;2014-12-03,Three Yemeni soldiers killed by Al-Qa'idah suspects in armed attack;At least four Yemeni soldiers killed in two Al-Qa'idah blasts in Abyan,Security official,1,Al Maḩfid town,Abyan governorate,Al Maḩfid district,14.058469,46.913285,150214,Yemen (North Yemen),678,Middle East,1,1,12/1/14,12/1/14,4,0,0,0,4,4,4
152505,2014,1,1,308,Philippines:Mindanao,11246,Government of Philippines - BIFM,154,840,Government of Philippines,1146,,BIFM,1,"""PNA (Philippines News Agency),2014-12-01,3 BIFF die, 2 Army hurt in Maguindanao clash""",PNA (Philippines News Agency),12/1/14,"3 BIFF die, 2 Army hurt in Maguindanao clash",Military,2,Nabundas village,Maguindanao province,Shariff Saydona Mustapha municipality,6.8825,124.494444,139569,Philippines,840,Asia,1,1,12/1/14,12/1/14,0,3,0,0,3,3,3
152507,2014,0,3,495,CPP - Civilians,962,CPP - Civilians,169,,CPP,1,,Civilians,1,"""PNA (Philippines News Agency),2014-12-02,4th ID condemns unprovoked rebel attack on civilians in Agusan Del Sur""",PNA (Philippines News Agency),12/2/14,4th ID condemns unprovoked rebel attack on civilians in Agusan Del Sur,Military,2,Marfil village,Agusan del Sur province,Rosario municipality,8.338023,126.09095,141733,Philippines,840,Asia,1,1,12/1/14,12/1/14,0,0,4,0,4,4,4
152550,2014,1,3,604,Al-Shabaab - Civilians,1071,Al-Shabaab - Civilians,717,,Al-Shabaab,1,,Civilians,4,"""Agence France Presse,2014-12-01,Casualties in northeast Kenya town attack: Red Cross"";""Agence France Presse,2014-12-01,One killed, dozen wounded in northeast Kenya attack"";""Xinhua News Agency,2014-12-01,1st LD Writethru: At least 1 killed, 12 injured in northern Kenya explosions"";""Dow Jones Institutional News,2014-12-02,Somali Militants Kill 36 in Kenya Border Attack""",Agence France Presse;Agence France Presse;Xinhua News Agency;Dow Jones Institutional News,2014-12-01;2014-12-01;2014-12-01;2014-12-02,"Casualties in northeast Kenya town attack: Red Cross;One killed, dozen wounded in northeast Kenya attack;1st LD Writethru: At least 1 killed, 12 injured in northern Kenya explosions;Somali Militants Kill 36 in Kenya Border Attack","Kenyan Red cross, Kenya's National Disaster Operation Centre ",1,Wajir town,Wajir county,Wajir East Constituency,1.747102,40.057315,132201,Kenya,501,Africa,1,1,12/1/14,12/1/14,0,0,1,0,1,1,1
154208,2014,1,1,309,Sudan:Government,11988,Government of Sudan - SRF,112,625,Government of Sudan,1162,,SRF,1,"""All Africa,2014-12-02,Rebels, Regular Forces Battle in Sudan's Nuba Mountains""",All Africa,12/2/14,"Rebels, Regular Forces Battle in Sudan's Nuba Mountains",Col. El Sawarmi Khalid Saad,1,El Ahmier village,South Kordofan state,Al Buram district,10.84361,29.90639,145140,Sudan,625,Africa,1,1,12/1/14,12/1/14,1,0,0,0,1,1,3
154433,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,4,"""Agence France Presse,2014-12-01,Suicide attack at Afghan funeral kills nine: police"";""BBC Monitoring South Asia,2014-12-01,Seven killed, 13 injured in suicide attack in Afghan north"";""Associated Press Newswires,2014-12-01,Afghanistan: Suicide attack at funeral kills 9"";""Pajhwok Afghan News,2014-12-01,9 dead, 22 injured in suicide attack at funeral""",Agence France Presse;BBC Monitoring South Asia;Associated Press Newswires;Pajhwok Afghan News,2014-12-01;2014-12-01;2014-12-01;2014-12-01,"Suicide attack at Afghan funeral kills nine: police;Seven killed, 13 injured in suicide attack in Afghan north;Afghanistan: Suicide attack at funeral kills 9;9 dead, 22 injured in suicide attack at funeral",Police,3,Burka district,Baghlan province,Burka district,36.233378,69.158824,181939,Afghanistan,700,Asia,1,1,12/1/14,12/1/14,3,1,5,0,9,9,10
154441,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""Pajhwok Afghan News,2014-12-01,8 militants dead in Nangarhar drone strike""",Pajhwok Afghan News,12/1/14,8 militants dead in Nangarhar drone strike,Police Resident,1,Sar Kot village,Nangarhar province,Sherzad district,34.2415,69.9504,179060,Afghanistan,700,Asia,1,1,12/1/14,12/1/14,0,8,0,0,8,8,8
154447,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""BBC Monitoring South Asia,2014-12-02,Four soldiers, many insurgents killed in incidents in Afghanistan""",BBC Monitoring South Asia,12/2/14,"Four soldiers, many insurgents killed in incidents in Afghanistan",Governor,1,Anarjoy village,Uruzgan province,Dihrawud district,32.644497,65.55899,176892,Afghanistan,700,Asia,1,1,12/1/14,12/1/14,1,3,0,0,4,4,4
155518,2014,1,1,337,Somalia:Government,750,Government of Somalia - Al-Shabaab,95,520,Government of Somalia,717,,Al-Shabaab,1,"""BBC Monitoring Africa,2014-12-02,Al-Shabab executes woman for ""spying for Somali government""""",BBC Monitoring Africa,12/2/14,"Al-Shabab executes woman for ""spying for Somali government""","Dhacdo.com website, Hargeysa, in Somali 2 Dec 14",1,Jilib town,Middle Juba region,Jilib district,0.495833,42.772778,130046,Somalia,520,Africa,1,1,12/1/14,12/1/14,0,0,1,0,1,1,1
162847,2014,1,2,4933,Gulf Cartel - Los Zetas,5543,Gulf Cartel - Los Zetas,782,,Gulf Cartel,1088,,Los Zetas,1,"""Borderland Beat,2014-12-26,Miscellaneous News from Coahuila""",Borderland Beat,12/26/14,Miscellaneous News from Coahuila,Borderland Beat,1,Saltillo town,Coahuila state,Saltillo municipality,25.419418,-101.001278,165758,Mexico,70,Americas,1,4,12/1/14,12/22/14,0,0,0,5,5,5,5
156167,2014,1,3,1850,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,2332,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,,Civilians,3,"""Agence France Presse,2014-12-01,Nigeria market blasts by two female bombers, more than 10 dead: police"";""Agence France Presse,2014-12-01,Suicide blasts, Boko Haram dawn raid in NE Nigeria"";""‘OUR JOB IS TO SHOOT, SLAUGHTER AND KILL’ BOKO HARAM’S REIGN OF TERROR IN NORTH-EAST NIGERIA,2015-04-30,APPENDIX 1 BOMB ATTACKS JANUARY 2014 – MARCH 2015""","Agence France Presse;Agence France Presse;‘OUR JOB IS TO SHOOT, SLAUGHTER AND KILL’ BOKO HARAM’S REIGN OF TERROR IN NORTH-EAST NIGERIA",2014-12-01;2014-12-01;2015-04-30,"Nigeria market blasts by two female bombers, more than 10 dead: police;Suicide blasts, Boko Haram dawn raid in NE Nigeria;APPENDIX 1 BOMB ATTACKS JANUARY 2014 – MARCH 2015"," Borno state police spokesman Gideon Jibrin, Goni Abba, a witness at the scene",1,Maiduguri town,Borno state,Maiduguri lga,11.84644,13.160274,146547,Nigeria,475,Africa,1,1,12/1/14,12/1/14,0,0,6,0,6,6,10
156169,2014,1,1,297,Nigeria:Government,640,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,84,475,Government of Nigeria,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,3,"""Agence France Presse,2014-12-01,Nigeria rocked by new Boko Haram raid and suicide attack"";""Reuters News,2014-12-02,At least 39 dead in Monday insurgent attack in north Nigeria"";""Agence France Presse,2014-12-03,Over 150 killed in Monday's Boko Haram dawn raid: emergency services""",Agence France Presse;Reuters News;Agence France Presse,2014-12-01;2014-12-02;2014-12-03,Nigeria rocked by new Boko Haram raid and suicide attack;At least 39 dead in Monday insurgent attack in north Nigeria;Over 150 killed in Monday's Boko Haram dawn raid: emergency services,"Civilian vigilante; hospital morgue source; Emmanuel Ojukwu, spokesman for Nigeria's federal police",1,Damaturu town,Yobe state,Damaturu lga,11.747,11.9608,146544,Nigeria,475,Africa,1,1,12/1/14,12/1/14,44,40,0,66,150,150,150
157762,2014,1,1,364,India:Kashmir,792,Government of India - Kashmir insurgents,141,750,Government of India,325,,Kashmir insurgents,1,"""The Hindu,2014-12-03,3 militants killed near LoC""",The Hindu,12/3/14,3 militants killed near LoC,,1,Tutmari Gali village,Jammu and Kashmir State,Baramulla District,34.31295,73.97967,179068,India,750,Asia,1,1,12/1/14,12/1/14,0,0,0,0,0,0,3
154448,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""BBC Monitoring South Asia,2014-12-02,Four soldiers, many insurgents killed in incidents in Afghanistan""",BBC Monitoring South Asia,12/2/14,"Four soldiers, many insurgents killed in incidents in Afghanistan",Governor,2,Lundyana village,Uruzgan province,Dihrawud district,32.623127,65.443085,176891,Afghanistan,700,Asia,1,2,12/1/14,12/2/14,1,0,0,0,1,1,1
154450,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""BBC Monitoring South Asia,2014-12-02,Four soldiers, many insurgents killed in incidents in Afghanistan""",BBC Monitoring South Asia,12/2/14,"Four soldiers, many insurgents killed in incidents in Afghanistan","Interior Ministry, Defence Ministry",6,Afghanistan,,,33,65,177611,Afghanistan,700,Asia,2,2,12/1/14,12/2/14,0,3,0,0,3,3,3
156170,2014,1,1,297,Nigeria:Government,640,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,84,475,Government of Nigeria,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,2,"""BBC Monitoring Africa,2014-12-03,Fifty suicide bombers said let loose in northeastern Nigerian state capital"";""All Africa,2014-12-03,Military Repels Attack On Borno Town, Konduga - Kills 70 Boko Haram Terrorists""",BBC Monitoring Africa;All Africa,2014-12-03;2014-12-03,"Fifty suicide bombers said let loose in northeastern Nigerian state capital;Military Repels Attack On Borno Town, Konduga - Kills 70 Boko Haram Terrorists","top military source, Muhammed Abbas, an official of the Nigeria Vigilante Group in Maiduguri",1,Konduga town,Borno state,Konduga lga,11.65583,13.42133,146547,Nigeria,475,Africa,2,1,12/1/14,12/1/14,0,71,0,0,71,71,201
162273,2014,1,1,364,India:Kashmir,792,Government of India - Kashmir insurgents,141,750,Government of India,325,,Kashmir insurgents,1,"""Press Trust of India,2014-12-27,YEAR-JK-VIOLENCE 2""",Press Trust of India,12/27/14,YEAR-JK-VIOLENCE 2,,4,Jammu and Kashmir State,Jammu and Kashmir State,,33.85145,76.157153,178353,India,750,Asia,2,4,12/1/14,12/26/14,0,0,0,0,0,0,5
196888,2014,0,2,4801,Ogoni - Okrika (Ijaw),5411,Ogoni - Okrika (Ijaw),1031,,Ogoni,1033,,Okrika (Ijaw),1,"""All Africa,2015-07-17,Residents Flee As Gunmen Storm Rivers Community, Kill Two""",All Africa,7/17/15,"Residents Flee As Gunmen Storm Rivers Community, Kill Two","The media and public Advisor to the MOSOP president, Bari-ara Kpalap",1,Kporghor village,Rivers state,Tai lga,4.704974,7.229921,136455,Nigeria,475,Africa,1,4,12/1/14,12/31/14,3,0,0,0,3,3,3
205417,2014,1,3,13388,UPC (Ali Darass Fulani supporters) - Civilians,14329,UPC (Ali Darass Fulani supporters) - Civilians,5999,,UPC (Ali Darass Fulani supporters),1,,Civilians,1,"""Human Rights Watch,2015-08-27,Dispatches: Central Africa Republic off the Radar, but Killings Continue""",Human Rights Watch,8/27/15,"Dispatches: Central Africa Republic off the Radar, but Killings Continue",HRW,2,Kouango town,Ouaka province,Kouango region,4.966667,19.983333,136480,Central African Republic,482,Africa,1,4,12/1/14,12/31/14,0,0,7,0,7,7,7
240402,2014,1,3,13388,UPC (Ali Darass Fulani supporters) - Civilians,14329,UPC (Ali Darass Fulani supporters) - Civilians,5999,,UPC (Ali Darass Fulani supporters),1,,Civilians,1,"""HRW,2017-07-31,KILLING WITHOUT CONSEQUENCE War Crimes, Crimes Against Humanity and the Special Criminal Court in the Central African Republic""",HRW,7/31/17,"KILLING WITHOUT CONSEQUENCE War Crimes, Crimes Against Humanity and the Special Criminal Court in the Central African Republic",HRW,1,Gouasse 1,Ouaka province,Kouango region,4.900826,20.266044,136481,Central African Republic,482,Africa,1,4,12/1/14,12/31/14,0,0,3,0,3,3,3
154797,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""Pajhwok Afghan News,2014-12-23,9 rebels killed in Andar offensive""",Pajhwok Afghan News,12/23/14,9 rebels killed in Andar offensive,Military,3,Andar district,Ghazni province,Andar district,33.305843,68.446963,177617,Afghanistan,700,Asia,2,2,12/20/14,12/22/14,0,9,0,0,9,9,9
